Label,Message,Length,Tokens
ham,Hope you are having a great day.,32,"['hope', 'having', 'great', 'day']"
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,173,"['forwarded', 'hi', 'mailbox', 'messaging', 'sms', 'alert', 'matches', 'retrieve', 'messages', 'matches', 'min']"
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,102,"['mmm', 's', 'better', 'got', 'roast', 'b', 'better', 'drinks', 'good', 'indian']"
ham,I keep ten rs in my shelf:) buy two egg.,40,"['rs', 'shelf', 'buy', 'egg']"
ham,Hi da:)how is the todays class?,31,"['hi', 'todays', 'class']"
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,139,"['money', 'r', 'lucky', 'winner', 'claim', 'prize', 'text', 'money', 'away', 'text', 'rate']"
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,112,"['released', 'vday', 'shirts', 'makes', 'half', 'naked', 'instead', 'white', 'underwear']"
ham,If I get there before you after your ten billion calls and texts so help me god,79,"['billion', 'calls', 'texts', 'help', 'god']"
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",62,"['okey', 'dokey', 'bit', 'sorting', 'stuff']"
ham,Yeah confirmed for you staying at  that weekend,47,"['yeah', 'confirmed', 'staying', 'weekend']"
ham,Dad went out oredi... ,22,"['dad', 'went', 'oredi']"
ham,"I av a new number,  . Wil u only use this one,ta.",49,"['av', 'new', 'number', 'wil', 'use', 'ta']"
ham,Have you got Xmas radio times. If not i will get it now,55,"['got', 'xmas', 'radio', 'times']"
ham,I am joining today formally.Pls keep praying.will talk later.,61,"['joining', 'today', 'talk', 'later']"
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",104,"['got', 'nottingham', 'hrs', 'good', 'thing', 'love', 'man', 'mph', 'hey', 'ho']"
ham,"How long before you get reply, just defer admission til next semester",69,"['long', 'reply', 'defer', 'admission', 'til', 'semester']"
ham,S'fine. Anytime. All the best with it.,38,"['anytime', 'best']"
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,104,"['sis', 'catching', 'e', 'e', 'afternoon', 'watching', 'w', 'c', 'wan', 'watch', 'today', 'tmr', 'lor']"
ham,"No my blankets are sufficient, thx",34,"['blankets', 'sufficient', 'thx']"
ham,Webpage s not available!,24,"['webpage', 's', 'available']"
ham,Wherre's my boytoy ? :-(,24,"['wherre', 'boytoy']"
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",162,"['loan', 'purpose', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'help', 'free', 'text', 'help']"
ham,I went to project centre,24,"['went', 'project', 'centre']"
ham,When are you going to ride your bike?,37,"['going', 'ride', 'bike']"
ham,K k :-):-) then watch some films.,33,"['k', 'k', 'watch', 'films']"
ham,Let me know when you've got the money so carlos can make the call,65,"['let', 'know', 'got', 'money', 'carlos']"
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",71,"['tell', 'long', 'cos', 'finish', 'film']"
ham,Left dessert. U wan me 2 go suntec look 4 u?,44,"['left', 'dessert', 'wan', 'suntec', 'look']"
ham,Oic... Then better quickly go bathe n settle down...,52,"['oic', 'better', 'quickly', 'bathe', 'n', 'settle']"
ham,Then she buying today? Ü no need to c meh...,44,"['buying', 'today', 'ü', 'need', 'c', 'meh']"
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",112,"['said', 'gon', 'na', 'snow', 'start', 'pm', 'tonite', 'predicting', 'inch', 'accumulation']"
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,160,"['great', 'new', 'offer', 'double', 'mins', 'double', 'txt', 'best', 'orange', 'tariffs', 'latest', 'camera', 'phones', 'free', 'free']"
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,69,"['check', 'choose', 'babe', 'videos', 'fgkslpopw', 'fgkslpo']"
ham,I'm at work. Please call,24,['work']
ham,Carlos says we can pick up from him later so yeah we're set,59,"['carlos', 'says', 'pick', 'later', 'yeah', 'set']"
ham,Were gonna go get some tacos,28,"['gon', 'na', 'tacos']"
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",140,"['welcome', 'select', 'service', 'added', 'benefits', 'specially', 'trained', 'advisors', 'free', 'mobile', 'dialling']"
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",160,"['good', 'afternoon', 'love', 'goes', 'day', 'hope', 'maybe', 'got', 'leads', 'job', 'think', 'boytoy', 'send', 'passionate', 'kiss', 'sea']"
ham,"Hurry up, I've been weed-deficient for like three days",54,"['hurry', 'weed', 'deficient', 'like', 'days']"
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",99,"['yeah', 'work', 'fine', 'started', 'week', 'stuff', 'dull', 'easy', 'guys', 'fun']"
ham,"Yo, you at jp and hungry like a mofo?",37,"['yo', 'jp', 'hungry', 'like', 'mofo']"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,105,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'fromm', 'landline', 'delivery', 'days']"
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,91,"['hello', 'damn', 'christmas', 'thing', 'think', 'decided', 'nt', 'work']"
spam,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,108,"['sparkling', 'shopping', 'breaks', 'person', 'visit']"
ham,PICK UR FONE UP NOW U DUMB?,27,"['pick', 'fone', 'dumb']"
ham,S da..al r above  &lt;#&gt;,27,"['s', 'da', 'al', 'r']"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",126,"['love', 'decision', 'feeling', 'decide', 'love', 'life', 'simpler', 'magical']"
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,161,"['stayin', 'trouble', 'dave', 'day', 'sorted', 'bloke', 'gona', 'girl', 'mum', 'thinks']"
ham,I surely dont forgot to come:)i will always be in touch in with you:-),70,"['surely', 'nt', 'forgot', 'touch']"
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",147,"['guaranteed', 'latest', 'nokia', 'phone', 'gb', 'ipod', 'player', 'prize', 'txt', 'word', 'collect', 'ibhltd']"
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,94,"['petey', 'boy', 'whereare', 'friendsare', 'thekingshead', 'come', 'canlove', 'nic']"
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,192,"['pride', 'years', 'old', 'takin', 'money', 'kid', 'supposed', 'deal', 'stuff', 'grownup', 'stuff', 'tell']"
ham,Thanks for sending this mental ability question..,49,"['thanks', 'sending', 'mental', 'ability', 'question']"
ham,I.ll get there tomorrow and send it to you,42,"['tomorrow', 'send']"
ham,Hi! This is Roger from CL. How are you?,39,"['hi', 'roger', 'cl']"
spam,You have 1 new voicemail. Please call 08719181513.,50,"['new', 'voicemail']"
ham,Wat r u doing?,14,"['wat', 'r']"
ham,Great! So what attracts you to the brothas?,43,"['great', 'attracts', 'brothas']"
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",136,"['new', 'tones', 'week', 'include', 'ab', 'sara', 'jorge', 'shock', 'smith', 'switch', 'order', 'follow', 'instructions', 'message']"
ham,"That's good, because I need drugs",33,"['good', 'need', 'drugs']"
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,64,"['ahhh', 'work', 'vaguely', 'remember', 'feel', 'like', 'lol']"
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,220,"['want', 'come', 'beautiful', 'necklace', 'token', 'heart', 'wife', 'wait', 'till', 'come']"
ham,Thanks for this hope you had a good day today,45,"['thanks', 'hope', 'good', 'day', 'today']"
ham,Shb b ok lor... Thanx...,24,"['shb', 'b', 'ok', 'lor', 'thanx']"
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",175,"['upgrdcentre', 'orange', 'customer', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'offer', 'ends', 'july', 'apply', 'opt', 'available']"
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,84,"['thk', 'shd', 'ok', 'said', 'plus', 'minus', 'ü', 'leave', 'line', 'paragraphs']"
ham,She.s find. I sent you an offline message to know how anjola's now.,67,"['find', 'sent', 'offline', 'message', 'know', 'anjola']"
ham,I thought slide is enough.,26,"['thought', 'slide']"
ham,Chk in ur belovd ms dict,24,"['chk', 'belovd', 'ms', 'dict']"
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,135,"['hello', 'r', 'm', 'bored', 'inever', 'thought', 'd', 'bored', 'tv', 'tell', 'exciting', 'happened']"
ham,Hey mr whats the name of that bill brison book the one about language and words ,80,"['hey', 'mr', 's', 'bill', 'brison', 'book', 'language', 'words']"
ham,Yes i thought so. Thanks.,25,"['yes', 'thought', 'thanks']"
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,133,"['course', 'tease', 'know', 'simply', 'grins', 'posted', 'prey', 'loving', 'smile', 'devouring', 'kiss']"
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,157,"['hiya', 'comin', 'bristol', 'st', 'week', 'april', 'les', 'got', 'rudi', 'new', 'yrs', 'eve', 'drunk', 'bak', 'college', 'work', 'sends', 'ink', 'bath']"
ham,Yes i will be there. Glad you made it.,38,"['yes', 'glad']"
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,142,"['hi', 'engagement', 'fixd', 'th', 'month', 'know', 'shocking', 'bt', 'hmm', 'njan', 'vilikkam', 't', 'ws', 'al']"
ham,Ok..,4,['ok']
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,203,"['reserve', 'ticket', 'saturday', 'eve', 'chennai', 'thirunelvali', 'tirunelvali', 'chennai', 'sunday', 'eve', 'net', 'ticket', 'available', 'want', 'book', 'ticket', 'tackle']"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,162,"['want', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', 'mob', 'join', 'uk', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', 'nt']"
ham,"see you then, we're all christmassy here!",41,['christmassy']
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,129,"['dunno', 'cos', 'v', 'late', 'n', 'reach', 'inside', 'ate', 'spageddies', 'lor', 'e', 'gals', 'r', 'laughing', 'lor']"
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",141,"['friendship', 'game', 'play', 'word', 'start', 'march', 'ends', 'tomorrow', 'yesterday', 'today', 'e']"
ham,Love it! I want to flood that pretty pussy with cum...,54,"['love', 'want', 'flood', 'pretty', 'pussy', 'cum']"
ham,Hey. You got any mail?,22,"['hey', 'got', 'mail']"
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,122,"['mummy', 'boy', 'good', 'bad', 'positive', 'negative', 'mummy', 'wait', 'hmmmm']"
ham,I'm not sure if its still available though,42,"['sure', 'available']"
ham,Hey happy birthday...,21,"['hey', 'happy', 'birthday']"
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",90,"['pete', 'phone', 'jenny', 'college']"
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,106,"['running', 'managed', 'minutes', 'needed', 'oxygen', 'resort', 'roller', 'option']"
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,158,"['secret', 'admirer', 'looking', 'contact', 'find', 'thinks', 'special']"
ham,Ok.,3,['ok']
ham,Mm feeling sleepy. today itself i shall get that dear,53,"['mm', 'feeling', 'sleepy', 'today', 'shall', 'dear']"
ham,It's ok lar. U sleep early too... Nite...,41,"['ok', 'lar', 'sleep', 'early', 'nite']"
ham,Da is good good player.why he is unsold.,40,"['da', 'good', 'good', 'unsold']"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,145,"['cash', 'balance', 'currently', 'pounds', 'maximize', 'cash', 'send', 'msg', 'cc', 'hg', 'row']"
ham,Great! I have to run now so ttyl!,33,"['great', 'run', 'ttyl']"
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,69,"['enufcredeit', 'ileave', 'uni', 'bus', 'yor', 'house']"
ham,Havent.,7,['nt']
ham,Kent vale lor... Ü wait 4 me there ar?,38,"['kent', 'vale', 'lor', 'ü', 'wait', 'ar']"
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,148,"['private', 'account', 'statement', 'shows', 'un', 'redeemed', 'points', 'identifier', 'code', 'expires']"
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,45,"['pleassssssseeeeee', 'tel', 'v', 'avent', 'sportsx']"
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",162,"['ve', 'won', 'costa', 'del', 'sol', 'holiday', 'await', 'collection', 'toclaim', 'sae', 'tc', 's', 'stockport', 'pm']"
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,158,"['santa', 'calling', 'little', 'ones', 'like', 'santa', 'xmas', 'eve', 'book', 'time']"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,85,"['greatest', 'test', 'courage', 'earth', 'bear', 'defeat', 'losing', 'heart', 'gn', 'tc']"
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,81,"['wylie', 'update', 'weed', 'dealer', 'carlos', 'went', 'freedom', 'class', 'lunsford']"
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",155,"['edison', 'rightly', 'said', 'fool', 'ask', 'questions', 'wise', 'man', 'answer', 'know', 'speechless', 'viva', 'gm', 'gn', 'ge']"
ham,Good morning princess! How are you?,35,"['good', 'morning', 'princess']"
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,82,"['pls', 'ahead', 'watts', 'wanted', 'sure', 'great', 'weekend', 'abiola']"
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,137,"['lol', 'know', 'dramatic', 'schools', 'closed', 'tomorrow', 'apparently', 'drive', 'inch', 'snow', 'supposed']"
ham,Or remind me in a few hrs.,26,"['remind', 'hrs']"
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,154,"['knock', 'knock', 'txt', 'enter', 'r', 'weekly', 'draw', 'gift', 'voucher', 'store', 'yr', 'choice', 'week']"
ham,I went to ur hon lab but no one is there.,41,"['went', 'hon', 'lab']"
ham,I need you to be in my strong arms...,37,"['need', 'strong', 'arms']"
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",129,"['derp', 'worse', 'dude', 'wants', 'party', 'dude', 'files', 'complaint', 'drug', 'abusers', 'lives']"
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",154,"['hope', 'agents', 'drop', 'booked', 'things', 'year', 'boston', 'nyc', 'experiment']"
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",107,"['think', 'secure', 'lemme', 'know', 'want', 'drive', 'south', 'chill']"
ham,Cause I'm not freaky lol,24,"['cause', 'freaky', 'lol']"
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",61,"['good', 'movie', 'ok', 'leave', 'hourish']"
ham,Is that seriously how you spell his name?,41,"['seriously', 'spell']"
ham,I plane to give on this month end.,34,"['plane', 'month', 'end']"
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,74,"['know', 'complain', 'num', 'bettr', 'directly', 'bsnl', 'offc', 'nd', 'apply']"
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,126,"['don', 'wake', 'checked', 'stuff', 'saw', 'true', 'available', 'spaces', 'pls', 'embassy', 'send', 'mail']"
ham,Hope you are feeling great. Pls fill me in. Abiola,50,"['hope', 'feeling', 'great', 'pls', 'fill', 'abiola']"
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",158,"['plaid', 'album', 'new', 'hilarious', 'abel', 'sn', 'xxxx']"
ham,Tell me pa. How is pain de.,27,"['tell', 'pa', 'pain', 'de']"
ham,No he didn't. Spring is coming early yay!,41,"['spring', 'coming', 'early', 'yay']"
ham,Good. Good job. I like entrepreneurs,36,"['good', 'good', 'job', 'like', 'entrepreneurs']"
ham,Networking job is there.,24,"['networking', 'job']"
ham,Oh ho. Is this the first time u use these type of words,55,"['oh', 'ho', 'time', 'use', 'type', 'words']"
ham,For my family happiness..,25,"['family', 'happiness']"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,"['solve', 'd', 'case', 'man', 'found', 'murdered', 'afternoon', 'wife', 'called', 'police', 'questioned', 'sir', 'sleeping', 'murder', 'took', 'place', 'cooking', 'picking', 'vegetables', 'maid', 'went', 'd', 'post', 'office', 'went', 'play', 'went', 'marriage', 'police', 'arrested', 'd', 'murderer', 'immediately', 'reply', 'reason', 'r', 'brilliant']"
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",159,"['good', 'afternoon', 'love', 'goes', 'day', 'woke', 'early', 'online', 'waiting', 'hmmm', 'italian', 'boy', 'online', 'grins']"
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",124,"['thing', 'apes', 'fight', 'death', 'minute', 'let', 's']"
ham,Headin towards busetop,22,"['headin', 'busetop']"
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,113,"['things', 'antibiotic', 'chest', 'abdomen', 'gynae', 'infections', 'bone', 'infections']"
ham,"Just looked it up and addie goes back Monday, sucks to be her",61,"['looked', 'addie', 'goes', 'monday', 'sucks']"
ham,"Probably, want to pick up more?",31,"['probably', 'want', 'pick']"
ham,"Sorry, I'll call you  later. I am in meeting sir.",49,"['sorry', 'later', 'meeting', 'sir']"
ham,"Mostly sports type..lyk footbl,crckt..",38,"['sports', 'type', 'lyk', 'footbl', 'crckt']"
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",130,"['k', 'wen', 'free', 'come', 'home', 'tel', 'vikky', 'hav', 'sent', 'mail', 'better', 'come', 'evening', 'il', 'free', 'today', 'aftr']"
ham,You're right I have now that I think about it,45,"['right', 'think']"
ham,India have to take lead:),25,"['india', 'lead']"
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,54,"['look', 'fuckin', 'time', 'fuck', 'think']"
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,155,"['wamma', 'real', 'doggin', 'locations', 'sent', 'direct', 'mobile', 'join', 'uks', 'largest', 'dogging', 'network', 'txt', 'dogs', 'msg']"
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,70,"['dump', 'heap', 'mom', 'decided', 'come', 'lowes', 'boring']"
ham,I had askd u a question some hours before. Its answer,53,"['askd', 'question', 'hours', 'answer']"
ham,I think just yourself …Thanks and see you tomo,46,"['think', 'thanks', 'tomo']"
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,80,"['busy', 'come', 'point', 'figure', 'tomorrow']"
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,147,"['pls', 'food', 'preferably', 'pap', 'slowly', 'loads', 'sugar', 'hour', 'water', 'slowly']"
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,134,"['hello', 'need', 'posh', 'birds', 'chaps', 'user', 'trial', 'prods', 'champneys', 'need', 'address', 'dob', 'asap', 'ta', 'r']"
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,104,"['ü', 'wait', 'bus', 'stop', 'aft', 'lect', 'lar', 'dun', 'c', 'ü', 'car', 'come', 'n', 'pick']"
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,114,"['sort', 'code', 'acc', 'bank', 'natwest', 'reply', 'confirm', 'sent', 'right', 'person']"
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",184,"['remember', 'hurt', 'days', 'satanic', 'imposter', 'pay', 'price', 'destiny', 'going', 'said', 'pray', 'mind']"
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",73,"['bruv', 'hope', 'great', 'break', 'rewarding', 'semester']"
ham,Those were my exact intentions,30,"['exact', 'intentions']"
ham,Hi:)cts employee how are you?,29,['employee']
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,82,"['respond', 'imma', 'assume', 'asleep', 'imma', 'start', 'calling', 'n', 'shit']"
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,75,"['happy', 'birthday', 'find', 'prince', 'charming', 'soon', 'n', 'dun', 'work', 'hard']"
ham,I'm on the bus. Love you,24,"['bus', 'love']"
ham,Already one guy loving you:-.,29,"['guy', 'loving']"
ham,I had it already..sabarish asked me to go..,43,"['sabarish', 'asked']"
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,149,"['god', 'love', 'limit', 'god', 'grace', 'measure', 'god', 'power', 'boundaries', 'god', 'endless', 'blessings', 'life', 'gud']"
ham,I thank you so much for all you do with selflessness. I love you plenty.,72,"['thank', 'selflessness', 'love', 'plenty']"
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",158,"['dear', 'matthew', 'landline', 'complimentary', 'tenerife', 'holiday', 'cash', 'await', 'collection', 'sae']"
ham,I'm in class. Did you get my text.,34,"['class', 'text']"
ham,645,3,[]
ham,I need details about that online job.,37,"['need', 'details', 'online', 'job']"
ham,I'm home. Ard wat time will u reach?,36,"['home', 'ard', 'wat', 'time', 'reach']"
ham,"sure, but make sure he knows we ain't smokin yet",48,"['sure', 'sure', 'knows', 'ai', 'smokin']"
ham,Somebody should go to andros and steal ice,42,"['somebody', 'andros', 'steal', 'ice']"
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",156,"['hello', 'orange', 'month', 'free', 'access', 'games', 'news', 'sport', 'plus', 'free', 'texts', 'photo', 'messages', 'reply', 'yes', 'terms', 'apply']"
ham,They r giving a second chance to rahul dengra.,46,"['r', 'giving', 'second', 'chance', 'rahul', 'dengra']"
ham,Do you want bold 2 or bb torch,30,"['want', 'bold', 'bb', 'torch']"
ham,Aight what time you want me to come up?,39,"['aight', 'time', 'want', 'come']"
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,126,"['miss', 'miss', 'khelate', 'kintu', 'opponenter', 'miss', 'dhorte', 'lage', 's', 'd', 'rule', 'great', 'phone', 'receiving', 'quality', 'wins']"
ham,"Are you being good, baby? :)",28,"['good', 'baby']"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93,"['raji', 'pls', 'favour', 'pls', 'convey', 'birthday', 'wishes', 'nimya', 'pls', 'today', 'birthday']"
ham,:-( sad puppy noise,19,"['sad', 'puppy', 'noise']"
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",142,"['mum', 'sent', 'messages', 'got', 'want', 'know', 'actually', 'getting', 'enjoy', 'rest', 'day']"
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,159,"['miss', 'desparate', 'recorded', 'message', 'left', 'day', 'listen', 'hear', 'sound', 'voice', 'love']"
ham,Then why no one talking to me,29,['talking']
ham,When you came to hostel.,24,"['came', 'hostel']"
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),101,"['headache', 'trying', 'figure', 'trust', 'math', 'promise']"
ham,Anything lor but toa payoh got place 2 walk meh...,50,"['lor', 'toa', 'payoh', 'got', 'place', 'walk', 'meh']"
ham,Ok i'm coming home now.,23,"['ok', 'coming', 'home']"
ham,Also track down any lighters you can find,41,"['track', 'lighters', 'find']"
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,80,"['actually', 'deleted', 'old', 'website', 'm', 'blogging']"
ham,I'm now but have to wait till 2 for the bus to pick me.,55,"['wait', 'till', 'bus', 'pick']"
ham,"That's fine, I'll bitch at you about it later then",50,"['fine', 'bitch', 'later']"
ham,Surly ill give it to you:-) while coming to review.,51,"['surly', 'ill', 'coming', 'review']"
ham,I've sent ü my part..,21,"['sent', 'ü']"
ham,Hi. Hope you had a good day. Have a better night.,49,"['hi', 'hope', 'good', 'day', 'better', 'night']"
